line	original_marker	reconciled_disposition	title
4482	✓	Completed	**MENU-4: Storage → "Local Cylinders" (GParted-class).** **As** an operator, **I want** the Storage workspace to be the platform's GParted, **so that** disk surgery has a real pro-tool front. **Acceptance:** storage.rs retitles to **"Local Cylinders"** and grows the GParted menu spine over the E12-20..23 storage plane (UDisks2 + fs toolchain): **Device** (rescan; new partition table — typed-armed), **Partition** (new/delete/resize-move/format-to<fs>/mount-unmount/label — every destructive verb typed-armed, each honest-gated where the live UDisks2 leg is absent), **View** (device rail, geometry/cylinder detail panel), Help; chips: selected device + pending-ops count; §7 — verbs drive the real storage-plane seams, never mock. *(done: 01fc350 — storage.rs → "Local Cylinders", GParted spine Peer·Edit·View·Device·Partition·Help; Resize/Move got real StorageOp legs mirroring the worker wire shapes; typed-armed destructive; live UDisks2 stays E12-23 gated. 723 tests.)*
4483	✓	Completed	**MENU-5: About + Device Manager coverage.** **As** a user, **I want** the About workspace's bar to cover Device Manager, **so that** the merged surface has one honest chrome. **Acceptance:** the About/DEVMGR bar (device_manager.rs, title "About") covers the host rail (node switch), refresh, category jumps, and the DEVMGR armed-action posture as DEVMGR-11 adds host types; about.rs's non-devmgr face carries the same bar. *(folded into the in-flight DEVMGR-9/11 worker, session 759c1f91)* *(done: a97655d — device_manager.rs bar spine Action·View·Hosts·Device·Help: Hosts=rail twin grouped by kind (Mesh/Cloud/Phones/LAN/Routers, DEVMGR-11 kinds where a real source published), Device=DEVMGR-8 armed verbs on the selection (non-PC hosts honestly omit privileged verbs), View→Jump-to-category. about.rs left bare-by-design (it's the ⓘ modal body, not a naked surface — a bar there = all dead entries). 742 tests, clippy 0.)*
4484	✓	Completed	**MENU-6: full-coverage backstop.** **As** the shell, **I want** menubar coverage enforced, **so that** no workspace ships bare again. **Acceptance:** an mde-shell-egui test enumerates every routed `Surface` and asserts it renders a `MenuBarModel` with a non-empty title OR appears on an explicit recorded exemption list (with the reason); the remaining thin/missing surfaces (mesh_view, explorer/discovery, editor, terminal, files, music, media, voice, chooser) are inventoried in the test's exemption list as follow-on units. *(done: 4e6f39e — menubar_coverage test, exhaustive match over 17 Surfaces: 9 Covered w/ titles, 8 Exempt w/ recorded MENUBAR-SWEEP follow-on reasons; 4 bars render-proven (UPPERCASE title in painted shapes). Note: mde-shell-egui is binary-only so it sits at storage.rs tail until a main.rs lib-target touch is in scope.)*
4490	✓	Completed	**BUG-BROWSER-1: the black-frame fix.** *(done: 8ce4d31 — paint→read_back→present reorder + ordering contract documented; landed unverified-live (Servo rebuild gated, below).)*
4491	✓	Completed	**BUG-BROWSER-2: RPM ships a reachable Browser.** *(done: 0ddba6a — xcp-build.sh + build-rpm-fedora43.sh re-link `--features drm,live-helper` before generate-rpm; extends [[strip-verify-replacement-ships-in-rpm]].)*
4492	✓	Completed	**BUG-BROWSER-3: rebuild mde-web-preview + deploy to Eagle + live-verify.** Cold Servo build on BigBoy (crates cached on .90/.130, no net needed) → pull → deploy to Eagle → live-verify. **PARTIAL 2026-07-05 (session 759c1f91):** rebuilt on .130 (7m21s, warm slot `oaksvo`), deployed to Eagle (172.20.146.13, mm/newline-fed-sudo), `render-once https://example.com` now prints **`mean_luma=255.0` (was 0.0)** — the reorder fix is LIVE-PROVEN (black→white: read-back now samples the painted surface). **BUT a SECOND defect remains:** the frame is uniform WHITE (`distinct=1`), and even an instant `data:` URL with an explicit black body + colored text renders uniform white → page CONTENT never composites into the read-back surface. The `render-once` early-return (returns on the first `frame_ready`, the blank clear) is one factor; but the data-URL uniform-white after `load_complete` points at a Servo compositor→surface binding the read_back doesn't sample. **The live shell uses continuous `pump_step` (main.rs:205) so it may accrue content the diagnostic misses — UNVERIFIED on the seat.** → BUG-BROWSER-6 owns the compositor-surface root-cause. Also harden headless_frame to assert non-uniform pixels.
4493	✓	Completed	**BUG-BROWSER-6: content never composites into the read-back frame (Servo compositor-surface).** **As** a user, **I want** actual page content, not a white rectangle, **so that** the browser works. **Acceptance:** root-cause why `read_back()` samples a uniform clear even after `load_complete` for an instant `data:` URL (candidate: the webview paints into a compositor surface distinct from the SoftwareRenderingContext's read surface; or `pump_until_frame`/`pump_step` capture before the content-composite frame — pump N-past-load or gate capture on a non-uniform/`load_complete` frame); fix so `render-once` on a black `data:` URL reports `distinct>1` with real content luma AND the live shell on Eagle shows example.com text; warm slot `oaksvo` on .130 gives fast incremental rebuilds. *(done: ced05eb — render-once captured the FIRST frame_ready which is Servo's EMPTY white scene (fires before the content pipeline); new pump_until_content_frame waits LoadStatus::Complete + 500ms settle + a forced final composite. Surface-mismatch hypothesis DISPROVEN (read_to_image reads the same bound swap-chain surface WR renders into). LIVE on Eagle: example.com distinct=192 luma=237.3, black data: URL distinct=143 luma=2.5 (was distinct=1). headless_frame now asserts distinct>1 AND luma<128 — kills both uniform-frame classes.)*
4494	✓	Completed	**BUG-BROWSER-4: WebSession Drop-kill.** Orphaned `tab` helper process pairs accumulate on Eagle (4 found) — WebSession needs a Drop that reaps its helper; tested spawn→drop→no orphan. *(done: cb26be3 — impl Drop for WebSession (kill+wait reaps the helper child). SCOPE CORRECTION: the fix is in mde-web-preview-client/src/session.rs, NOT web.rs — WebSession + its private child handle live there; the orphan rule forbids impl Drop in the importing crate. std::process::Child detaches on drop → every teardown leaked a live helper; try_wait only reaped already-exited ones. Test spawns sleep 600, records pid, drops, asserts /proc/<pid> gone (distinguishes orphan/zombie/reaped). mde-web-preview-client 42 + mde-shell-egui 761 tests.)*
4495	✓	Completed	**BUG-BROWSER-5: browser_policy is NOT the fd leak (soak-proven) — the EMFILE is process-wide.** *(done: 0a15e6b — a 400-tick fd-soak guard (`after <= before+8`) with a VALIDATED negative control (injected 1-fd/tick leak → assert fires) proves browser_policy holds no leakable handle: every fs call is RAII, no child/socket, the Bus Persist opened once in run() and reused. Live triage: the `Too many open files` hit adfilter\/browser_policy\/kdc_host\/media_server\/mdns_sd\/probe_nmap AT THE SAME INSTANT = whole-process fd exhaustion, browser_policy was a victim not the culprit. Real cause below → BUG-BROWSER-7.)*
4496	✓	Completed	**BUG-BROWSER-7: process-wide fd budget (the real EMFILE).** **As** an operator, **I want** mackesd to stay under the 1024 nofile limit, **so that** state publishes + socket binds stop failing. **Acceptance:** the systemic cause is that **every async-services worker opens its own `Persist` sqlite connection** (~95 fds floor on Eagle: 33+31 to `/run/mde-bus/index.sqlite`+wal, 17+12 to the local one, +22 sockets) and mdns_sd socket churn tips it over 1024; fix = a **shared process-wide `Persist`** (touches `bin/mackesd.rs` + each worker `run()` signature) and/or bound the mdns_sd socket churn, and/or raise the unit `LimitNOFILE`; tested: mackesd fd count stays well under nofile over a multi-worker soak; live-verify on Eagle no EMFILE over an hour.
4514	✓	Completed	**PLAT-FONT-2: Intel One Mono is the platform font.** **As** the operator, **I want** Intel One Mono everywhere, **so that** the platform reads in it. Supersedes PLAT-FONT-1 (DroidSansMono); an intermediate Iosevka-kg link was superseded by two subsequent Intel One Mono directives (last wins). **Acceptance:** vendor the Intel One Mono TTF(s) (intel/intel-one-mono, OFL-1.1 — Regular for both Proportional+Monospace; airgap-mirror + NOTICE like f84b47e), swap `mde-egui/fonts.rs` + `mde-term-egui/fonts.rs` + all refs, delete dead DroidSansMono assets, `rg DroidSans` = 0 code hits; note: Intel One Mono HAS no ligatures either (TERM-13 stands). *(queued for the 12:40 reset)* *(done: 12f7dfc — Intel One Mono Regular vendored from Fedora intel-one-mono-fonts-1.4.0 (OTF/CFF only, no TTF cut; egui ttf-parser reads CFF, tests hardened to parse+lay-out a real face); default for both Proportional+Monospace in mde-egui + mde-term-egui; DroidSansMono assets deleted; rg DroidSans=0 code hits; farm .50 129+309 tests, clippy 0 touched. Ligatures behind opt-in ss01 egui never enables → no default ligatures, TERM-13 stands. Residual: 2 style.rs prose mentions left for the live style.rs worker.)*
4518	✓	Completed	**PLAT-FONT-3: Inter is the platform proportional font; monospace remains reserved for terminal/editor/code.** **As** the operator, **I want** the platform font changed to Inter excluding places mono is required, **so that** the shell reads as a modern proportional UI while terminal/editor/code stay fixed-width. Supersedes PLAT-FONT-2 for proportional UI only. **Acceptance:** embed Inter (OFL-1.1) in `mde-egui`, install it first for `FontFamily::Proportional`, keep Intel One Mono first for `FontFamily::Monospace`, keep the platform type scale reduced by 2 pt from the prior larger ramp, and remove stale Droid/Intel-as-proportional prose. **Done 2026-07-07:** `crates/shared/mde-egui/src/fonts.rs` embeds `Inter.ttf` + `IntelOneMono-Regular.otf`, `Style::install` installs that font set for every shared egui surface, and the type scale is `SMALL=10`, `BODY=12`, `TITLE=16`, `HEADING=20`, `DISPLAY=26`. Farm evidence: `./install-helpers/xcp-build.sh cargo test -p mde-egui fonts --features drm` (2 passed), `./install-helpers/xcp-build.sh cargo test -p mde-shell-egui rail --features drm` (14 passed), and full `./install-helpers/xcp-build.sh cargo test -p mde-shell-egui --features drm` (805 passed).
4524	✓	Completed	**TRANSFERS-1: the `transfers` mackesd worker — queue, ledger, verbs.** **As** the platform, **I want** a daemon-owned transfer queue, **so that** jobs survive shell restarts and run on headless nodes. **Acceptance** (each runtime-observable): a rank-appropriate `transfers` worker (census entry per the BUG-STORAGE-1 lesson) owning a typed `TransferJob { id, source, dest, method, policy(bwlimit?/verify?), state }` envelope + a **persistent ledger** (queued/running/done/failed, resume state) on the node store; typed Bus verbs `transfer.submit(job)` / `.cancel(id)` / `.pause(id)` / `.resume(id)` / `.list` (Q14) with **CLI parity** (`mackesd transfer …`); parallel execution to a configurable cap (Q12); tested: submit→list round-trip, the state machine, cap enforcement, ledger persistence across a simulated restart. *(done: 6d5f5fb — workers/transfers/{job,ledger,queue,lane,verb}: TransferJob envelope (6 methods, 5-state machine, honest progress/error), LaneRunner async seam (GatedLaneRunner fails-honest until the lanes), TransferQueue (claim_next = the sole cap gate, orphan Running→Queued recovery), TransferVerb inbox (submit/cancel/pause/resume/list, daemon = single writer) + mackesd transfer CLI; census ("transfers",1) rank-Workstation. 42 tests. Lanes 2..6 implement LaneRunner.)*
